Zip Code multiple,Property,Int ID,Zip Code
IMMO IT SPAIN ELIMINATION,LONG TERM DEBT : Loan RI Nord,3556,
IMMO German Service GmbH (GER),LONG TERM DEBT : Loan RI Nord,3556,
IMMO German Property GmbH (GER),LONG TERM DEBT : Loan RI Nord,3556,
IMMO German Service II GmbH (GER),LONG TERM DEBT : Loan RI Nord,3556,
IMMO German Property II GmbH (GER),LONG TERM DEBT : Loan RI Nord,3556,
IMMO Central Portfolio UK Limited (UK),LONG TERM DEBT : Loan RI Nord,3556,
Matis Investment Elimination,LONG TERM DEBT : Loan RI Nord,3556,
Matis Elimination(Moonstone),LONG TERM DEBT : Loan RI Nord,3556,
Moonstone Elimination(carilux),LONG TERM DEBT : Loan RI Nord,3556,
IMMO Fund (consolidation entity),LONG TERM DEBT : Loan RI Nord,3556,
IMMO Investment Technologies UK Limited (UK),LONG TERM DEBT : FX: Share Capital: IMMO LUX to IMMO UK (Debt Conversion),3557,
TIAA General Account Housing German Property GmbH (EUR),LONG TERM DEBT : Long Term Loan Banks (>5y),3558,
TIAA General Account Housing German Service GmbH (EUR),LONG TERM DEBT : Long Term Loan Banks (>5y),3558,
Arcangel Assets GmbH,LONG TERM DEBT : Long Term Loan Banks (>5y),3558,
Arcangel Assets GmbH (IMMO managed),LONG TERM DEBT : Long Term Loan Banks (>5y),3558,
Exporo Bestand 46 GmbH (EUR),LONG TERM DEBT : Long Term Loan Banks (>5y),3558,
RI Nord GmbH (EUR),LONG TERM DEBT : Long Term Loan Banks (>5y),3558,
IMMO Investment Technologies S.à r.l. (LUX),Cumulative Translation Adjustment,109,
IMMO Consolidation Entity (LUX),Cumulative Translation Adjustment,109,
IMMO Capital Fund GP S.à r.l (LUX),Cumulative Translation Adjustment,109,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),Cumulative Translation Adjustment,109,
Capital fund Elimination,Cumulative Translation Adjustment,109,
IMMO Services Companies (Consolidation entity),Cumulative Translation Adjustment,109,
IMMO Investment Technologies UK Limited (UK),Cumulative Translation Adjustment,109,
INSTA IMMO GmbH (GER),Cumulative Translation Adjustment,109,
Chandos Holdings UG,Cumulative Translation Adjustment,109,
Arcangel Assets GmbH,Cumulative Translation Adjustment,109,
Ruscha Residential GmbH,Cumulative Translation Adjustment,109,
Chandos Elimination,Cumulative Translation Adjustment,109,
IMMO Investment Technologies España S.L (SPN),Cumulative Translation Adjustment,109,
IMMO Digital Solutions India Private Limited (INR),Cumulative Translation Adjustment,109,
IMMO Service Elimination entity,Cumulative Translation Adjustment,109,
IMMO Property Owning Structure (Consolidation entity),Cumulative Translation Adjustment,109,
Carilux Investment S.à r.l (LUX),Cumulative Translation Adjustment,109,
Moonstone Holdings S.à r.l (LUX),Cumulative Translation Adjustment,109,
Matis Investment S.à r.l (LUX),Cumulative Translation Adjustment,109,
"IMMO Central Portfolio Spain, S.L. (SPN)",Cumulative Translation Adjustment,109,
"IMMO IT Spain Portfolio, S.L. (SPN)",Cumulative Translation Adjustment,109,
IMMO IT SPAIN ELIMINATION,Cumulative Translation Adjustment,109,
IMMO German Service GmbH (GER),Cumulative Translation Adjustment,109,
IMMO German Property GmbH (GER),Cumulative Translation Adjustment,109,
IMMO German Service II GmbH (GER),Cumulative Translation Adjustment,109,
IMMO German Property II GmbH (GER),Cumulative Translation Adjustment,109,
IMMO Central Portfolio UK Limited (UK),Cumulative Translation Adjustment,109,
Matis Investment Elimination,Cumulative Translation Adjustment,109,
Matis Elimination(Moonstone),Cumulative Translation Adjustment,109,
Moonstone Elimination(carilux),Cumulative Translation Adjustment,109,
IMMO Investment Elimination,Cumulative Translation Adjustment,109,
IMMO Managed Companies (Consolidation entity),Cumulative Translation Adjustment,109,
RainMaker Investments GmbH (EUR),Cumulative Translation Adjustment,109,
RI Nord GmbH (EUR),Cumulative Translation Adjustment,109,
RI Living GmbH (EUR),Cumulative Translation Adjustment,109,
Rainmaker Elimination,Cumulative Translation Adjustment,109,
Chandos Holdings UG ( IMMO managed),Cumulative Translation Adjustment,109,
Arcangel Assets GmbH (IMMO managed),Cumulative Translation Adjustment,109,
Ruscha Residential GmbH (EUR) (IMMO managed),Cumulative Translation Adjustment,109,
Chandos Elimination (IMMO managed),Cumulative Translation Adjustment,109,
Nuveen HoldCo (Consolidation),Cumulative Translation Adjustment,109,
TIAA General Account Housing German Property GmbH (EUR),Cumulative Translation Adjustment,109,
TIAA General Account Housing German Service GmbH (EUR),Cumulative Translation Adjustment,109,
Nuveen Elimination,Cumulative Translation Adjustment,109,
Exporo Bestand 46 GmbH (EUR),Cumulative Translation Adjustment,109,
Consolidation Elimination,Cumulative Translation Adjustment,109,
productivity subsidiary,Cumulative Translation Adjustment,109,
Test Entity,Cumulative Translation Adjustment,109,
IMMO Fund (consolidation entity),Cumulative Translation Adjustment,109,
IMMO Consolidation Entity (LUX),SHARE CAPITAL,3287,
Nuveen HoldCo (Consolidation),SHARE CAPITAL,3287,
"IMMO Central Portfolio Spain, S.L. (SPN)",SHARE CAPITAL,3287,
Matis Investment S.à r.l (LUX),SHARE CAPITAL,3287,
Moonstone Holdings S.à r.l (LUX),SHARE CAPITAL,3287,
Carilux Investment S.à r.l (LUX),SHARE CAPITAL,3287,
IMMO Property Owning Structure (Consolidation entity),SHARE CAPITAL,3287,
IMMO Service Elimination entity,SHARE CAPITAL,3287,
IMMO Digital Solutions India Private Limited (INR),SHARE CAPITAL,3287,
IMMO IT SPAIN ELIMINATION,SHARE CAPITAL,3287,
IMMO German Service GmbH (GER),SHARE CAPITAL,3287,
IMMO German Property GmbH (GER),SHARE CAPITAL,3287,
IMMO German Service II GmbH (GER),SHARE CAPITAL,3287,
IMMO German Property II GmbH (GER),SHARE CAPITAL,3287,
IMMO Central Portfolio UK Limited (UK),SHARE CAPITAL,3287,
Matis Investment Elimination,SHARE CAPITAL,3287,
Matis Elimination(Moonstone),SHARE CAPITAL,3287,
Moonstone Elimination(carilux),SHARE CAPITAL,3287,
IMMO Investment Elimination,SHARE CAPITAL,3287,
IMMO Managed Companies (Consolidation entity),SHARE CAPITAL,3287,
RainMaker Investments GmbH (EUR),SHARE CAPITAL,3287,
RI Nord GmbH (EUR),SHARE CAPITAL,3287,
RI Living GmbH (EUR),SHARE CAPITAL,3287,
Rainmaker Elimination,SHARE CAPITAL,3287,
Chandos Holdings UG ( IMMO managed),SHARE CAPITAL,3287,
Arcangel Assets GmbH (IMMO managed),SHARE CAPITAL,3287,
Ruscha Residential GmbH (EUR) (IMMO managed),SHARE CAPITAL,3287,
Chandos Elimination (IMMO managed),SHARE CAPITAL,3287,
"IMMO IT Spain Portfolio, S.L. (SPN)",SHARE CAPITAL,3287,
TIAA General Account Housing German Property GmbH (EUR),SHARE CAPITAL,3287,
TIAA General Account Housing German Service GmbH (EUR),SHARE CAPITAL,3287,
Nuveen Elimination,SHARE CAPITAL,3287,
Exporo Bestand 46 GmbH (EUR),SHARE CAPITAL,3287,
Consolidation Elimination,SHARE CAPITAL,3287,
productivity subsidiary,SHARE CAPITAL,3287,
Test Entity,SHARE CAPITAL,3287,
IMMO Investment Technologies S.à r.l. (LUX),SHARE CAPITAL,3287,
IMMO Fund (consolidation entity),SHARE CAPITAL,3287,
IMMO Capital Fund GP S.à r.l (LUX),SHARE CAPITAL,3287,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),SHARE CAPITAL,3287,
Capital fund Elimination,SHARE CAPITAL,3287,
IMMO Services Companies (Consolidation entity),SHARE CAPITAL,3287,
IMMO Investment Technologies UK Limited (UK),SHARE CAPITAL,3287,
INSTA IMMO GmbH (GER),SHARE CAPITAL,3287,
Chandos Holdings UG,SHARE CAPITAL,3287,
Arcangel Assets GmbH,SHARE CAPITAL,3287,
Ruscha Residential GmbH,SHARE CAPITAL,3287,
Chandos Elimination,SHARE CAPITAL,3287,
IMMO Investment Technologies España S.L (SPN),SHARE CAPITAL,3287,
IMMO Investment Technologies S.à r.l. (LUX),SHARE CAPITAL : Seed Round: Funds Introduced HV,3335,
IMMO Investment Technologies S.à r.l. (LUX),SHARE CAPITAL : Seed Round: Fund Introduced 2nd Closing Investors,3336,
IMMO Investment Technologies S.à r.l. (LUX),SHARE CAPITAL : Series A: Funds Introduced First Closing,3337,
IMMO Investment Technologies S.à r.l. (LUX),SHARE CAPITAL : Series A: Funds Introduced Second Closing,3338,
IMMO Investment Technologies S.à r.l. (LUX),SHARE CAPITAL : Series A: Convertible Loan - Converted into Equity,3339,
IMMO Investment Technologies S.à r.l. (LUX),SHARE CAPITAL : Series A: Share Buy Back,3340,
IMMO Investment Technologies S.à r.l. (LUX),SHARE CAPITAL : Series B: Equity Investment,3341,
IMMO Investment Technologies S.à r.l. (LUX),SHARE CAPITAL : Series B: Convertible Loan - Converted into Equity,3342,
Arcangel Assets GmbH (IMMO managed),RESERVES,441,
Ruscha Residential GmbH (EUR) (IMMO managed),RESERVES,441,
Chandos Elimination (IMMO managed),RESERVES,441,
Nuveen HoldCo (Consolidation),RESERVES,441,
TIAA General Account Housing German Property GmbH (EUR),RESERVES,441,
TIAA General Account Housing German Service GmbH (EUR),RESERVES,441,
Nuveen Elimination,RESERVES,441,
Exporo Bestand 46 GmbH (EUR),RESERVES,441,
Consolidation Elimination,RESERVES,441,
productivity subsidiary,RESERVES,441,
Test Entity,RESERVES,441,
IMMO Investment Technologies S.à r.l. (LUX),RESERVES,441,
IMMO Fund (consolidation entity),RESERVES,441,
IMMO Capital Fund GP S.à r.l (LUX),RESERVES,441,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),RESERVES,441,
Capital fund Elimination,RESERVES,441,
IMMO Consolidation Entity (LUX),RESERVES,441,
IMMO Services Companies (Consolidation entity),RESERVES,441,
IMMO Investment Technologies UK Limited (UK),RESERVES,441,
INSTA IMMO GmbH (GER),RESERVES,441,
Chandos Holdings UG,RESERVES,441,
Arcangel Assets GmbH,RESERVES,441,
Ruscha Residential GmbH,RESERVES,441,
Chandos Elimination,RESERVES,441,
IMMO Investment Technologies España S.L (SPN),RESERVES,441,
IMMO Digital Solutions India Private Limited (INR),RESERVES,441,
IMMO Service Elimination entity,RESERVES,441,
IMMO Property Owning Structure (Consolidation entity),RESERVES,441,
Carilux Investment S.à r.l (LUX),RESERVES,441,
Moonstone Holdings S.à r.l (LUX),RESERVES,441,
Matis Investment S.à r.l (LUX),RESERVES,441,
"IMMO Central Portfolio Spain, S.L. (SPN)",RESERVES,441,
"IMMO IT Spain Portfolio, S.L. (SPN)",RESERVES,441,
IMMO IT SPAIN ELIMINATION,RESERVES,441,
IMMO German Service GmbH (GER),RESERVES,441,
IMMO German Property GmbH (GER),RESERVES,441,
IMMO German Service II GmbH (GER),RESERVES,441,
IMMO German Property II GmbH (GER),RESERVES,441,
IMMO Central Portfolio UK Limited (UK),RESERVES,441,
Matis Investment Elimination,RESERVES,441,
Matis Elimination(Moonstone),RESERVES,441,
Moonstone Elimination(carilux),RESERVES,441,
IMMO Investment Elimination,RESERVES,441,
IMMO Managed Companies (Consolidation entity),RESERVES,441,
RainMaker Investments GmbH (EUR),RESERVES,441,
RI Nord GmbH (EUR),RESERVES,441,
RI Living GmbH (EUR),RESERVES,441,
Rainmaker Elimination,RESERVES,441,
Chandos Holdings UG ( IMMO managed),RESERVES,441,
IMMO Consolidation Entity (LUX),RESERVES : Share Capital,1247,
Capital fund Elimination,RESERVES : Share Capital,1247,
IMMO Investment Technologies UK Limited (UK),RESERVES : Share Capital,1247,
INSTA IMMO GmbH (GER),RESERVES : Share Capital,1247,
Chandos Holdings UG,RESERVES : Share Capital,1247,
Arcangel Assets GmbH,RESERVES : Share Capital,1247,
Ruscha Residential GmbH,RESERVES : Share Capital,1247,
Chandos Elimination,RESERVES : Share Capital,1247,
IMMO Investment Technologies España S.L (SPN),RESERVES : Share Capital,1247,
IMMO Digital Solutions India Private Limited (INR),RESERVES : Share Capital,1247,
IMMO Service Elimination entity,RESERVES : Share Capital,1247,
IMMO Property Owning Structure (Consolidation entity),RESERVES : Share Capital,1247,
Carilux Investment S.à r.l (LUX),RESERVES : Share Capital,1247,
Moonstone Holdings S.à r.l (LUX),RESERVES : Share Capital,1247,
Matis Investment S.à r.l (LUX),RESERVES : Share Capital,1247,
"IMMO Central Portfolio Spain, S.L. (SPN)",RESERVES : Share Capital,1247,
"IMMO IT Spain Portfolio, S.L. (SPN)",RESERVES : Share Capital,1247,
IMMO IT SPAIN ELIMINATION,RESERVES : Share Capital,1247,
IMMO German Service GmbH (GER),RESERVES : Share Capital,1247,
IMMO German Property GmbH (GER),RESERVES : Share Capital,1247,
IMMO German Service II GmbH (GER),RESERVES : Share Capital,1247,
IMMO German Property II GmbH (GER),RESERVES : Share Capital,1247,
IMMO Central Portfolio UK Limited (UK),RESERVES : Share Capital,1247,
Matis Investment Elimination,RESERVES : Share Capital,1247,
Matis Elimination(Moonstone),RESERVES : Share Capital,1247,
Moonstone Elimination(carilux),RESERVES : Share Capital,1247,
IMMO Investment Elimination,RESERVES : Share Capital,1247,
IMMO Managed Companies (Consolidation entity),RESERVES : Share Capital,1247,
RainMaker Investments GmbH (EUR),RESERVES : Share Capital,1247,
RI Nord GmbH (EUR),RESERVES : Share Capital,1247,
RI Living GmbH (EUR),RESERVES : Share Capital,1247,
Rainmaker Elimination,RESERVES : Share Capital,1247,
Chandos Holdings UG ( IMMO managed),RESERVES : Share Capital,1247,
Arcangel Assets GmbH (IMMO managed),RESERVES : Share Capital,1247,
Ruscha Residential GmbH (EUR) (IMMO managed),RESERVES : Share Capital,1247,
Chandos Elimination (IMMO managed),RESERVES : Share Capital,1247,
Nuveen HoldCo (Consolidation),RESERVES : Share Capital,1247,
TIAA General Account Housing German Property GmbH (EUR),RESERVES : Share Capital,1247,
TIAA General Account Housing German Service GmbH (EUR),RESERVES : Share Capital,1247,
Nuveen Elimination,RESERVES : Share Capital,1247,
Exporo Bestand 46 GmbH (EUR),RESERVES : Share Capital,1247,
Consolidation Elimination,RESERVES : Share Capital,1247,
productivity subsidiary,RESERVES : Share Capital,1247,
Test Entity,RESERVES : Share Capital,1247,
IMMO Investment Technologies S.à r.l. (LUX),RESERVES : Share Capital,1247,
IMMO Fund (consolidation entity),RESERVES : Share Capital,1247,
IMMO Capital Fund GP S.à r.l (LUX),RESERVES : Share Capital,1247,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),RESERVES : Share Capital,1247,
IMMO Services Companies (Consolidation entity),RESERVES : Share Capital,1247,
IMMO Investment Technologies S.à r.l. (LUX),RESERVES : Share Premium,1248,
IMMO Fund (consolidation entity),RESERVES : Share Premium,1248,
IMMO Capital Fund GP S.à r.l (LUX),RESERVES : Share Premium,1248,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),RESERVES : Share Premium,1248,
Capital fund Elimination,RESERVES : Share Premium,1248,
IMMO Services Companies (Consolidation entity),RESERVES : Share Premium,1248,
IMMO Investment Technologies UK Limited (UK),RESERVES : Share Premium,1248,
INSTA IMMO GmbH (GER),RESERVES : Share Premium,1248,
Chandos Holdings UG,RESERVES : Share Premium,1248,
Arcangel Assets GmbH,RESERVES : Share Premium,1248,
Ruscha Residential GmbH,RESERVES : Share Premium,1248,
Chandos Elimination,RESERVES : Share Premium,1248,
IMMO Investment Technologies España S.L (SPN),RESERVES : Share Premium,1248,
IMMO Digital Solutions India Private Limited (INR),RESERVES : Share Premium,1248,
IMMO Service Elimination entity,RESERVES : Share Premium,1248,
IMMO Property Owning Structure (Consolidation entity),RESERVES : Share Premium,1248,
Carilux Investment S.à r.l (LUX),RESERVES : Share Premium,1248,
Moonstone Holdings S.à r.l (LUX),RESERVES : Share Premium,1248,
Matis Investment S.à r.l (LUX),RESERVES : Share Premium,1248,
"IMMO Central Portfolio Spain, S.L. (SPN)",RESERVES : Share Premium,1248,
"IMMO IT Spain Portfolio, S.L. (SPN)",RESERVES : Share Premium,1248,
IMMO IT SPAIN ELIMINATION,RESERVES : Share Premium,1248,
IMMO German Service GmbH (GER),RESERVES : Share Premium,1248,
IMMO German Property GmbH (GER),RESERVES : Share Premium,1248,
IMMO German Service II GmbH (GER),RESERVES : Share Premium,1248,
IMMO German Property II GmbH (GER),RESERVES : Share Premium,1248,
IMMO Central Portfolio UK Limited (UK),RESERVES : Share Premium,1248,
Matis Investment Elimination,RESERVES : Share Premium,1248,
Matis Elimination(Moonstone),RESERVES : Share Premium,1248,
Moonstone Elimination(carilux),RESERVES : Share Premium,1248,
IMMO Investment Elimination,RESERVES : Share Premium,1248,
IMMO Managed Companies (Consolidation entity),RESERVES : Share Premium,1248,
RainMaker Investments GmbH (EUR),RESERVES : Share Premium,1248,
RI Nord GmbH (EUR),RESERVES : Share Premium,1248,
RI Living GmbH (EUR),RESERVES : Share Premium,1248,
Rainmaker Elimination,RESERVES : Share Premium,1248,
Chandos Holdings UG ( IMMO managed),RESERVES : Share Premium,1248,
Arcangel Assets GmbH (IMMO managed),RESERVES : Share Premium,1248,
Ruscha Residential GmbH (EUR) (IMMO managed),RESERVES : Share Premium,1248,
Chandos Elimination (IMMO managed),RESERVES : Share Premium,1248,
Nuveen HoldCo (Consolidation),RESERVES : Share Premium,1248,
TIAA General Account Housing German Property GmbH (EUR),RESERVES : Share Premium,1248,
TIAA General Account Housing German Service GmbH (EUR),RESERVES : Share Premium,1248,
Nuveen Elimination,RESERVES : Share Premium,1248,
Exporo Bestand 46 GmbH (EUR),RESERVES : Share Premium,1248,
Consolidation Elimination,RESERVES : Share Premium,1248,
productivity subsidiary,RESERVES : Share Premium,1248,
Test Entity,RESERVES : Share Premium,1248,
IMMO Consolidation Entity (LUX),RESERVES : Share Premium,1248,
IMMO Investment Technologies UK Limited (UK),RESERVES : ESOP: IMMO LUX Equity to IMMO UK,3263,
INSTA IMMO GmbH (GER),RESERVES : ESOP: IMMO LUX Equity to IMMO GER,3264,
IMMO Investment Technologies España S.L (SPN),RESERVES : ESOP: IMMO LUX Equity to IMMO SPN,3265,
IMMO Digital Solutions India Private Limited (INR),RESERVES : ESOP: IMMO LUX Equity to IMMO IND,3266,
IMMO Investment Technologies S.à r.l. (LUX),RESERVES : ESOP: Share Buy Back Payments (IMMO UK),3343,
IMMO Investment Technologies S.à r.l. (LUX),RESERVES : ESOP: Option Exercise Payments (IMMO UK),3344,
IMMO Investment Technologies S.à r.l. (LUX),RESERVES : ESOP: Option Exercise Payments (IMMO GER),3345,
IMMO Investment Technologies S.à r.l. (LUX),RESERVES : Share Capital: IMMO LUX to IMMO UK (Debt Conversion),3559,
IMMO Consolidation Entity (LUX),RESERVES : Legal & Statutory Reserves,3039,
IMMO Property Owning Structure (Consolidation entity),RESERVES : Other Reserves,3040,
Carilux Investment S.à r.l (LUX),RESERVES : Other Reserves,3040,
Moonstone Holdings S.à r.l (LUX),RESERVES : Other Reserves,3040,
Matis Investment S.à r.l (LUX),RESERVES : Other Reserves,3040,
"IMMO Central Portfolio Spain, S.L. (SPN)",RESERVES : Other Reserves,3040,
"IMMO IT Spain Portfolio, S.L. (SPN)",RESERVES : Other Reserves,3040,
IMMO IT SPAIN ELIMINATION,RESERVES : Other Reserves,3040,
IMMO German Service GmbH (GER),RESERVES : Other Reserves,3040,
IMMO German Property GmbH (GER),RESERVES : Other Reserves,3040,
IMMO German Service II GmbH (GER),RESERVES : Other Reserves,3040,
IMMO German Property II GmbH (GER),RESERVES : Other Reserves,3040,
IMMO Central Portfolio UK Limited (UK),RESERVES : Other Reserves,3040,
Matis Investment Elimination,RESERVES : Other Reserves,3040,
Matis Elimination(Moonstone),RESERVES : Other Reserves,3040,
Moonstone Elimination(carilux),RESERVES : Other Reserves,3040,
IMMO Investment Elimination,RESERVES : Other Reserves,3040,
IMMO Managed Companies (Consolidation entity),RESERVES : Other Reserves,3040,
RainMaker Investments GmbH (EUR),RESERVES : Other Reserves,3040,
RI Nord GmbH (EUR),RESERVES : Other Reserves,3040,
RI Living GmbH (EUR),RESERVES : Other Reserves,3040,
Rainmaker Elimination,RESERVES : Other Reserves,3040,
Chandos Holdings UG ( IMMO managed),RESERVES : Other Reserves,3040,
Arcangel Assets GmbH (IMMO managed),RESERVES : Other Reserves,3040,
Ruscha Residential GmbH (EUR) (IMMO managed),RESERVES : Other Reserves,3040,
Chandos Elimination (IMMO managed),RESERVES : Other Reserves,3040,
Nuveen HoldCo (Consolidation),RESERVES : Other Reserves,3040,
TIAA General Account Housing German Property GmbH (EUR),RESERVES : Other Reserves,3040,
TIAA General Account Housing German Service GmbH (EUR),RESERVES : Other Reserves,3040,
Nuveen Elimination,RESERVES : Other Reserves,3040,
Exporo Bestand 46 GmbH (EUR),RESERVES : Other Reserves,3040,
Consolidation Elimination,RESERVES : Other Reserves,3040,
productivity subsidiary,RESERVES : Other Reserves,3040,
Test Entity,RESERVES : Other Reserves,3040,
IMMO Investment Technologies S.à r.l. (LUX),RESERVES : Other Reserves,3040,
IMMO Fund (consolidation entity),RESERVES : Other Reserves,3040,
IMMO Capital Fund GP S.à r.l (LUX),RESERVES : Other Reserves,3040,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),RESERVES : Other Reserves,3040,
Capital fund Elimination,RESERVES : Other Reserves,3040,
IMMO Consolidation Entity (LUX),RESERVES : Other Reserves,3040,
IMMO Service Elimination entity,RESERVES : Other Reserves,3040,
IMMO Digital Solutions India Private Limited (INR),RESERVES : Other Reserves,3040,
IMMO Investment Technologies España S.L (SPN),RESERVES : Other Reserves,3040,
Chandos Elimination,RESERVES : Other Reserves,3040,
Ruscha Residential GmbH,RESERVES : Other Reserves,3040,
Arcangel Assets GmbH,RESERVES : Other Reserves,3040,
Chandos Holdings UG,RESERVES : Other Reserves,3040,
INSTA IMMO GmbH (GER),RESERVES : Other Reserves,3040,
IMMO Services Companies (Consolidation entity),RESERVES : Other Reserves,3040,
IMMO Investment Technologies UK Limited (UK),RESERVES : Other Reserves,3040,
TIAA General Account Housing German Property GmbH (EUR),Opening Balance,53,
TIAA General Account Housing German Service GmbH (EUR),Opening Balance,53,
IMMO German Service II GmbH (GER),RETAINED EARNINGS,442,
IMMO German Property II GmbH (GER),RETAINED EARNINGS,442,
IMMO Central Portfolio UK Limited (UK),RETAINED EARNINGS,442,
Matis Investment Elimination,RETAINED EARNINGS,442,
Matis Elimination(Moonstone),RETAINED EARNINGS,442,
Moonstone Elimination(carilux),RETAINED EARNINGS,442,
IMMO Investment Elimination,RETAINED EARNINGS,442,
IMMO Managed Companies (Consolidation entity),RETAINED EARNINGS,442,
RainMaker Investments GmbH (EUR),RETAINED EARNINGS,442,
RI Nord GmbH (EUR),RETAINED EARNINGS,442,
RI Living GmbH (EUR),RETAINED EARNINGS,442,
Rainmaker Elimination,RETAINED EARNINGS,442,
Chandos Holdings UG ( IMMO managed),RETAINED EARNINGS,442,
Arcangel Assets GmbH (IMMO managed),RETAINED EARNINGS,442,
Ruscha Residential GmbH (EUR) (IMMO managed),RETAINED EARNINGS,442,
Chandos Elimination (IMMO managed),RETAINED EARNINGS,442,
Nuveen HoldCo (Consolidation),RETAINED EARNINGS,442,
TIAA General Account Housing German Property GmbH (EUR),RETAINED EARNINGS,442,
TIAA General Account Housing German Service GmbH (EUR),RETAINED EARNINGS,442,
Nuveen Elimination,RETAINED EARNINGS,442,
Exporo Bestand 46 GmbH (EUR),RETAINED EARNINGS,442,
Consolidation Elimination,RETAINED EARNINGS,442,
productivity subsidiary,RETAINED EARNINGS,442,
Test Entity,RETAINED EARNINGS,442,
IMMO Investment Technologies S.à r.l. (LUX),RETAINED EARNINGS,442,
IMMO Fund (consolidation entity),RETAINED EARNINGS,442,
IMMO Capital Fund GP S.à r.l (LUX),RETAINED EARNINGS,442,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),RETAINED EARNINGS,442,
Capital fund Elimination,RETAINED EARNINGS,442,
IMMO Services Companies (Consolidation entity),RETAINED EARNINGS,442,
IMMO Investment Technologies UK Limited (UK),RETAINED EARNINGS,442,
INSTA IMMO GmbH (GER),RETAINED EARNINGS,442,
Chandos Holdings UG,RETAINED EARNINGS,442,
Arcangel Assets GmbH,RETAINED EARNINGS,442,
Ruscha Residential GmbH,RETAINED EARNINGS,442,
Chandos Elimination,RETAINED EARNINGS,442,
IMMO Investment Technologies España S.L (SPN),RETAINED EARNINGS,442,
IMMO Digital Solutions India Private Limited (INR),RETAINED EARNINGS,442,
IMMO Service Elimination entity,RETAINED EARNINGS,442,
IMMO Property Owning Structure (Consolidation entity),RETAINED EARNINGS,442,
Carilux Investment S.à r.l (LUX),RETAINED EARNINGS,442,
Moonstone Holdings S.à r.l (LUX),RETAINED EARNINGS,442,
Matis Investment S.à r.l (LUX),RETAINED EARNINGS,442,
"IMMO Central Portfolio Spain, S.L. (SPN)",RETAINED EARNINGS,442,
"IMMO IT Spain Portfolio, S.L. (SPN)",RETAINED EARNINGS,442,
IMMO Consolidation Entity (LUX),RETAINED EARNINGS,442,
IMMO German Property GmbH (GER),RETAINED EARNINGS,442,
IMMO IT SPAIN ELIMINATION,RETAINED EARNINGS,442,
IMMO German Service GmbH (GER),RETAINED EARNINGS,442,
IMMO Fund (consolidation entity),RETAINED EARNINGS : Retained Earnings,52,
IMMO Capital Fund GP S.à r.l (LUX),RETAINED EARNINGS : Retained Earnings,52,
IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),RETAINED EARNINGS : Retained Earnings,52,
Capital fund Elimination,RETAINED EARNINGS : Retained Earnings,52,
IMMO Services Companies (Consolidation entity),RETAINED EARNINGS : Retained Earnings,52,
IMMO Investment Technologies UK Limited (UK),RETAINED EARNINGS : Retained Earnings,52,
INSTA IMMO GmbH (GER),RETAINED EARNINGS : Retained Earnings,52,
Chandos Holdings UG,RETAINED EARNINGS : Retained Earnings,52,
Arcangel Assets GmbH,RETAINED EARNINGS : Retained Earnings,52,
Ruscha Residential GmbH,RETAINED EARNINGS : Retained Earnings,52,
Chandos Elimination,RETAINED EARNINGS : Retained Earnings,52,
IMMO Investment Technologies España S.L (SPN),RETAINED EARNINGS : Retained Earnings,52,
IMMO Digital Solutions India Private Limited (INR),RETAINED EARNINGS : Retained Earnings,52,
IMMO Service Elimination entity,RETAINED EARNINGS : Retained Earnings,52,
IMMO Property Owning Structure (Consolidation entity),RETAINED EARNINGS : Retained Earnings,52,
Carilux Investment S.à r.l (LUX),RETAINED EARNINGS : Retained Earnings,52,
Moonstone Holdings S.à r.l (LUX),RETAINED EARNINGS : Retained Earnings,52,
Matis Investment S.à r.l (LUX),RETAINED EARNINGS : Retained Earnings,52,
"IMMO Central Portfolio Spain, S.L. (SPN)",RETAINED EARNINGS : Retained Earnings,52,
"IMMO IT Spain Portfolio, S.L. (SPN)",RETAINED EARNINGS : Retained Earnings,52,
IMMO IT SPAIN ELIMINATION,RETAINED EARNINGS : Retained Earnings,52,
IMMO German Service GmbH (GER),RETAINED EARNINGS : Retained Earnings,52,
IMMO German Property GmbH (GER),RETAINED EARNINGS : Retained Earnings,52,
IMMO German Service II GmbH (GER),RETAINED EARNINGS : Retained Earnings,52,
IMMO German Property II GmbH (GER),RETAINED EARNINGS : Retained Earnings,52,
IMMO Central Portfolio UK Limited (UK),RETAINED EARNINGS : Retained Earnings,52,
Matis Investment Elimination,RETAINED EARNINGS : Retained Earnings,52,
Matis Elimination(Moonstone),RETAINED EARNINGS : Retained Earnings,52,
Moonstone Elimination(carilux),RETAINED EARNINGS : Retained Earnings,52,
IMMO Investment Elimination,RETAINED EARNINGS : Retained Earnings,52,
IMMO Managed Companies (Consolidation entity),RETAINED EARNINGS : Retained Earnings,52,
RainMaker Investments GmbH (EUR),RETAINED EARNINGS : Retained Earnings,52,
RI Nord GmbH (EUR),RETAINED EARNINGS : Retained Earnings,52,
